274,6400000002678,503,荖濃溪泛舟終點,6400032,高雄市六龜區,,
275,6400000002744,507,妙通寺,6400032,高雄市六龜區,,
281,6400000000947,203,市立龍興國小大津分校,6400032,高雄市六龜區,,
282,6400000002679,503,六龜彩蝶谷,6400032,高雄市六龜區,,
283,6400000002683,503,飛雪瀑布,6400032,高雄市六龜區,,
284,6400000002684,503,邦腹溪瀑布,6400032,高雄市六龜區,,
285,6400000003607,201,和春技術學院附進修學院,6400029,高雄市大寮區信義路40號,07-7014242,
288,6400000002702,503,新光碼頭,6400008,,,
291,6400000003668,201,和春技術學院附進修專校,6400023,高雄市大寮區信義路40號,07-7014242,
298,6400000001971,402,亞太行動寬頻電信-高雄裕誠加盟服務中心,6400002,高雄市鼓山區裕誠路1172號,07-5502050,
301,6400000004062,513,蓮池潭,6400003,高雄,,
302,6400000003613,203,明園幼稚園,6400012,高雄市鳳山區新富路87號,07-7231961,
304,6400000004132,513,阿公店水庫,6400021,高雄,,
309,6400000003041,603,苓雅大飯店,6400008,高雄市苓雅區四維四路69號,07-3341211,
314,6400000002535,408,郵局-高雄廣澤郵局,6400009,高雄市前鎮區三多三路139號,07-3333961,
315,6400000001822,401,阮綜合醫院,6400008,高雄市苓雅區成功一路162號,07-3351121,
322,6400000001124,203,忠義國小,6400014,,,
331,6400000002701,503,真愛碼頭,6400001,,07-5212463,
334,6400000003889,305,鼓山漁港,6400002,高雄市鼓山區,,
335,6400000003466,201,東方設計學院附進修專校,6400025,高雄市湖內區東方路一一○號,07-6932011,
355,6400000000106,101,國防部聯合後勤司令部聯勤第二彈藥基地儲備庫,6400035,高雄市內門區永興村永和11號,07-6601270,
362,6400000003901,308,國道一號高雄交流道（北上出口B）,6400008,,,
369,6400000003903,308,國道一號高雄交流道（北上出口C）,6400008,,,
370,6400000003904,308,國道一號高雄交流道（南下入口）,6400008,,,
375,6400000001995,402,亞太行動寬頻電信-高雄市,6400007,高雄市前金區中華三路7號,,
378,6400000003067,603,華后大飯店,6400001,高雄市鹽埕區公園二路219號,07-5518251,
381,6400000002768,507,武德殿,6400002,高雄市鼓山區登山街36號,,
387,6400000003568,203,市立仁武特殊教育學校,6400017,高雄市仁武區八卦里澄觀路1389號,07-3749788,
392,6400000000122,101,行政院海岸巡防署海岸巡防總局南部地區巡防局第六海岸巡防總隊,6400013,高雄市林園區北汕村中正路42號,07-6432760,
402,6400000001275,204,國父紀念館,6400012,,,
404,6400000003379,203,親民幼稚園,6400006,高雄市岡山區竹圍北街119號,07-6219747,
408,6400000000609,107,高雄市政府警察局大樹分駐所,6400015,高雄市大樹區中興南路15號,07-6512439,
420,6400000000324,103,高雄市林園區鄉民代表會,6400013,高雄市林園區林園北路183號,07-6411101,
423,6400000000892,202,市立林園高中,6400013,高雄市林園區林園北路481號,07-6412059,
426,6400000002263,405,中油加油站-民族站,6400005,高雄市三民區民族一路418號,07-3850731,
427,6400000002170,405,中油加油站-民族站,6400017,高雄市高楠公路28號,07-3464467,
435,6400000000178,101,行政院國軍退除役官兵輔導委員會楠梓榮民自費安養中心,6400004,高雄市楠梓區加昌路631號,07-3652828,
437,6400000003938,308,國道一號高雄交流道（南下出口B）,6400008,,,
441,6400000002468,408,郵局-林園三庄郵局,6400013,高雄市林園區林內村林內路153號,07-6411223,
443,6400000003752,203,育志幼稚園,6400004,高雄市楠梓區萬昌街53號,07-3635666,
445,6400000002324,405,中油加油站-臨海工業區站(中油直營),6400011,高雄市小港區沿海二路2號,07-8010873,
450,6400000004190,513,雲峰中峰,6400037,高雄桃源,,
451,6400000004192,513,轆轆山東峰,6400037,高雄桃源,,
463,6400000001908,402,威寶電信-高雄惠民特約服務中心,6400004,高雄市楠梓區惠民路241號,07-3630239,
465,6400000003950,402,A+亞太電信直營門市,6400008,高雄市苓雅區建國一路171號,02-40580999,
472,6400000000481,106,高雄市大社區戶政事務所,6400016,高雄市大社區大社村13鄰三民路332號,07-3515020,
473,6400000003416,203,高雄市中國鋼鐵股份有限公司職工福利委員會附設幼稚園,6400011,高雄市小港區平和十路52號,07-8311586,
482,6400000001165,203,市立福山國小,6400003,高雄市左營區重愛路99號,07-3487633,
486,6400000002037,402,威寶電信-高雄漢民特約服務中心,6400011,高雄市小港區漢民路616號,07-8063777,
489,6400000003396,203,牛頓幼稚園,6400004,高雄市楠梓區德惠路62號,07-3656457,
490,6400000002374,406,文福兒童公園,6400012,,,
497,6400000002038,402,威寶電信-高雄崇文特約服務中心,6400011,高雄市小港區崇文路75號,07-8026666,
503,6400000002853,513,元亨寺,6400002,高雄市鼓山區元亨街7號,07-5213236,
513,6400000003983,308,國道一號高雄交流道（南下出口A）,6400005,,,
516,6400000002880,603,帝豪飯店,6400005,高雄市三民區安寧街387號,07-9723788,
517,6400000000050,101,農業委員會水產試驗所沿近海資源研究中心,6400009,高雄市前鎮區漁港北一路1-1號,07-8218104,
523,6400000000037,101,警政署保安警察第五總隊第三大隊第二中隊,6400005,高雄市三民區覺民路366號4樓,07-3954101,
526,6400000000688,107,內政部警政署空中警察隊小港機場,6400011,高雄市小港區中山四路2號,07-8036413,
531,6400000002309,405,中油加油站-新生路站(中油直營),6400009,高雄市前鎮區新生路123號,07-8214897,
544,6400000004183,405,中油國安加油站,6400033,高雄市甲仙區大田里中園路200號,07-6753828,
549,6400000000736,107,高雄市消防局前鎮消防分隊,6400009,高雄市前鎮區康定路113號,07-831-1385,
554,6400000000120,101,交通部公路總局第三區養護工程處旗山工務所,6400030,高雄市旗山區南勝里龍文巷10號,07-6651056,
558,6400000000513,106,高雄市三民區第二戶政事務所,6400005,高雄市三民區大順二路468號9樓,07-3951246-48,
560,6400000003475,205,高雄市勞工博物館籌備處,6400009,高雄市前鎮區鎮中街6號2樓,07-8124563,
564,6400000002641,409,大寮農會-大寮分部,6400014,高雄市大寮區大寮村大寮路491號,07-7884430,
571,6400000002631,409,鳳山區農會-五甲分部,6400012,高雄市鳳山區南成里南和街21號,07-8312832,
591,6400000002785,508,青松溫泉山莊,6400032,高雄市六龜區新開路83之13號,07-6791212,
592,6400000003687,202,私立大榮高中進修學校,6400002,高雄市鼓山區大榮街1號,07-5613281,
598,6400000001807,401,聖明醫院,6400002,高雄市鼓山區鼓山三路52號,07-5313755,
603,6400000002601,409,岡山農會-嘉興分部,6400019,高雄市岡山區嘉興里嘉興路316號,07-6212744,
606,6400000004145,402,台灣大高雄路竹直營服務中心,6400024,高雄市路竹區大社路49號,123或0800-080123,
608,6400000001274,204,大樹第二圖書館,6400015,,,
611,6400000001291,204,高雄市立圖書館前鎮分館,6400009,高雄市前鎮區保泰路303號4-5樓,07-7173008,
617,6400000003220,604,頭前園民宿,6400022,高雄市田寮區崇德村崇德路9號,07-6366688,
622,6400000000053,101,合作金庫銀行股份有限公司-憲德分行,6400009,高雄市公正路182號,07-7112046,
625,6400000000352,103,高雄市阿蓮區鄉民代表會,6400023,高雄市阿蓮區民生路105號,07-6312054,
628,6400000002042,402,亞太高雄一心加盟服務中心,6400009,高雄市前鎮區一心一路388號,07-3325555,
634,6400000002732,505,三和瓦窯,6400015,高雄市大樹區竹寮路94號,07-6512037,
635,6400000003313,402,遠傳電信-高雄一心特約服務中心,6400009,高雄市前鎮區一心二路40號,07-3336985,
640,6400000000484,106,高雄市旗山區戶政事務所,6400030,高雄市旗山區鼓山里8鄰延平一路503號,07-6614461,
641,6400000000487,106,高雄市桃源區戶政事務所,6400037,高雄市桃源區桃源村7鄰南進巷200號,07-6861035,
642,6400000001886,402,中華電信-鳳山海洋特約服務中心,6400012,高雄市鳳山區海洋二路146號,07-7636344,
645,6400000003344,402,遠傳電信-高雄茄萣特約服務中心,6400026,高雄市茄萣區仁愛路三段176號1F,07-6902228,
647,6400000004025,308,國道一號鼎金系統交流道（北上出口）,6400005,,,
655,6400000000237,101,行政院海岸巡防署海岸巡防總局南部地區巡防局第五二岸巡大隊,6400026,高雄市茄萣區福德路252號,07-5616614,
657,6400000000816,108,高雄市桃源區清潔隊,6400037,高雄市桃源區桃源村北進巷1號,07-6861202,
661,6400000000213,101,交通部台灣鐵路管理局高雄機廠,6400012,高雄市鳳山區武慶二路221號,07-7712577#54,
662,6400000000815,108,高雄市桃源區立社會福利館,6400037,高雄市桃源區北進巷1號,07-6861202,
668,6400000001896,402,亞太行動寬頻電信-大寮鳳林加盟服務中心,6400014,高雄市大寮區鳳林四路160號,07-7812692,
674,6400000000134,101,內政部國土測繪中心南區第二測,6400012,高雄市鳳山區王生明路123號1樓,07-7192723,
685,6400000004043,308,國道十號鼎金系統交流道（東行出口）,6400005,,,
691,6400000001172,203,市立新民國小,6400003,高雄市左營區自由三路478號,07-3411888,
694,6400000004047,308,國道十號鼎金系統交流道（西行出口）,6400017,,,
695,6400000003895,303,普克二四高雄文武三街停車場,6400007,高雄巿前金區文武三街194號,,
696,6400000002353,406,仁愛公園,6400017,高雄市仁武區,,
702,6400000004049,308,國道十號左營端（西行出口）,6400003,,,
705,6400000001491,303,Times(普客二四停車場)-高雄新堀江停車場,6400007,高雄市前金區中山二路569號旁,,
721,6400000001426,303,鳳山收費停車場,6400012,高雄市鳳山區,,
722,6400000002818,511,中華街觀光夜市,6400012,高雄市鳳山區,,
723,6400000004060,406,龜山公園,6400003,高雄市左營區翠華路1435號 (蓮池潭風景區內),,
727,6400000002630,409,鳳山區農會,6400012,高雄市鳳山區維新路124號,07-7463131,
735,6400000001733,308,國1-五甲交流道-南下,6400012,高雄市鳳山區,,
736,6400000002357,406,五甲公園,6400012,高雄市鳳山區,,
737,6400000001732,308,國1-五甲系統交流道-北上,6400012,高雄市鳳山區,,
738,6400000002367,406,中山公園,6400012,高雄市鳳山區,,
745,6400000001711,307,高鐵左營站(高雄站)-出口5,6400003,,,
746,6400000001710,307,高鐵左營站(高雄站)-出口4,6400003,,,
747,6400000001709,307,高鐵左營站(高雄站)-出口3,6400003,,,
753,6400000001707,307,高鐵左營站(高雄站)-出口1,6400003,,,
755,6400000002007,402,My Phone台灣大哥大-高雄苓雅直營服務中心,6400008,高雄市苓雅區廣州一街149號,0809-000166,
762,6400000001788,401,榮生醫院,6400003,高雄市左營區實踐路51號,07-5828181,
768,6400000000046,101,行政院衛生署中央健康保險局高雄聯合門診中心,6400007,高雄市前金區中正四路259號5-10樓,07-2158930,
776,6400000004072,308,國道十號仁武交流道（東行出口）,6400017,,,
790,6400000002298,405,中油加油站-高鳳站(中油直營),6400008,高雄市苓雅區建國一路3號,07-7491901,
796,6400000000158,101,行政院莫拉克颱風災後重建推動委員會,6400007,高雄市前金區成功一路436號6樓,07-2010258,
798,6400000001129,203,市立忠義國小,6400014,高雄市大寮區忠義路1號,07-7812858,
800,6400000004077,308,國道十號仁武交流道（西行出口）,6400017,,,
804,6400000000215,101,經濟部高雄服務中心,6400007,高雄市前金區成功一路436號9樓,07-2710900,
810,6400000000508,106,高雄市新興區戶政事務所,6400006,高雄市新興區中正三路34號2樓,07-2364015,
815,6400000004083,308,國道一號楠梓交流道（北上出口）,6400017,,,
819,6400000001988,402,威寶電信-高雄林森特約服務中心,6400006,高雄市新興區林森一路190號,07-2361777,
830,6400000003682,202,國立鳳山商工進修學校,6400012,高雄市鳳山區文衡路51號,07-7462602,
835,6400000001980,402,亞太行動寬頻電信-高雄林森加盟服務中心,6400006,高雄市新興區林森一路227號,07-2363333,
853,6400000003635,203,市立桃源國中,6400037,高雄市桃源區勤和里南橫公路三段201號,07-6861133,
857,6400000002903,603,瑞城別館,6400005,高雄市三民區建國三路36號,07-2865761,
863,6400000004100,308,國道一號楠梓交流道（南下出口）,6400004,,,
865,6400000001951,402,中華電信-高雄陽明特約服務中心,6400005,高雄市三民區陽明路65號,07-3943799,
877,6400000001459,303,國立科學工藝博物館停車場,6400005,高雄市三民區九如一路720號,,
888,6400000000718,107,高雄市政府警察局三民二局,6400005,高雄市三民區寶泰里覺民路366號,07-3814093,
892,6400000000652,107,高雄市政府警察局陽明派出所,6400005,高雄市三民區本上里義華路272號,07-3922032,
901,6400000004105,308,國道十號燕巢交流道（東行出口）,6400021,,,
908,6400000001938,402,亞太行動寬頻電信-高雄博愛加盟服務中心,6400005,高雄市三民區博愛一路145號,07-3232233,
916,6400000004109,308,國道十號燕巢交流道（西行出口）,6400021,,,
933,6400000001054,203,市立南安國小,6400028,高雄市彌陀區漯底里樂安路1號,07-6191810,
935,6400000004110,305,彌陀漁港,6400028,,,
936,6400000004111,305,鳳鼻頭漁港,6400028,,,
952,6400000002447,408,郵局-鳥松仁美郵局,6400018,高雄市鳥松區學堂路89號,07-7311412,
957,6400000004115,308,國道三號燕巢系統交流道（南下出口）,6400021,,,
958,6400000004117,308,國道一號岡山交流道（北上出口）,6400021,,,
959,6400000000010,101,台灣高雄地方法院岡山簡易庭,6400019,高雄市岡山區岡山南路57號,07-6250875,
963,6400000002787,508,檳園溫泉山莊,6400032,高雄市六龜區新開路86之1號,07-3791280,
964,6400000002073,405,中油加油站-保來站,6400032,高雄市六龜區寶來村寶建路4號,07-6881565,
967,6400000002515,408,郵局-高雄高分院郵局,6400002,高雄市鼓山區明誠三路586號(高等法院高雄分院內),07-5535869,
970,6400000004122,308,國道三號燕巢系統交流道（北上出口）,6400021,,,
973,6400000003329,402,遠傳電信-高雄自由特約服務中心,6400003,高雄市左營區自由二路286號,07-5589799,
977,6400000002788,508,清水溫泉山莊,6400032,高雄市六龜區新開路83之10號,07-6791577,
978,6400000004128,308,國道一號岡山交流道（南下出口）,6400021,,,
979,6400000002424,408,郵局-岡山郵局,6400019,高雄市岡山區民有路68號,07-6212-462,
983,6400000003385,203,龍龍幼稚園,6400013,高雄市林園區文賢南路256號,07-6432258,
984,6400000001564,305,興達港,6400026,高雄市茄萣區,,
987,6400000003622,203,市立前峰國小,6400019,高雄市岡山區仁壽里育英路35號,07-6262415,
988,6400000001368,302,高雄汽車客運-林園站,6400013,高雄市林園區東林西路35號,,
989,6400000002723,504,藤枝森林遊樂區木馬道,6400037,高雄市桃源區藤枝段78號,,
990,6400000001761,401,劉嘉修醫院,6400019,高雄市岡山區岡山路428號1樓,07-6222836,
997,6400000002502,408,郵局-高雄鼎金郵局,6400005,高雄市三民區鼎強街264、266號,07-3474504,
998,6400000003724,203,吉得堡幼稚園,6400019,高雄市岡山區公園西路二段98號,07-6256278,
1002,6400000003699,402,My Phone台灣大哥大-林園林園北特約服務中心,6400013,高雄市林園區林園北路300號,07-6422277,
1005,6400000002070,405,中油加油站-甲仙站,6400033,高雄市甲仙區大田村新興路55號,07-6751555,
1007,6400000004133,305,永新漁港,6400027,,,
1009,6400000002758,507,龍山寺,6400022,高雄市六龜區,,
1013,6400000004135,308,國道一號高科交流道（南下入口）,6400023,,,
1014,6400000004136,308,國道一號高科交流道（北上出口）,6400023,,,
1021,6400000000996,203,市立溪洲國小,6400030,高雄市旗山區大山里旗南二路126號,07-6661408,
1022,6400000001713,308,國1-高科交流道-南下,6400023,,,
1023,6400000001718,308,國1-高科交流道-北上,6400024,,,
1024,6400000004137,308,國道一號高科交流道（北上入口）,6400024,,,
1025,6400000003410,203,美濃幼稚園,6400023,高雄市美濃區民族路28號,07-6819242,
1026,6400000000534,107,高雄市政府警察局甲仙分駐所,6400033,高雄市甲仙區東安村和安路42號,07-6751204,
1028,6400000000166,101,台灣中油股份有限公司煉製事業部大林煉油廠,6400011,高雄市小港區沿海四路50號,07-8715151,
1029,6400000004140,402,威寶路竹中山二特約服務中心,6400024,高雄市路竹區中山路1177號,,
1032,6400000003159,603,鴻賓大旅社,6400024,高雄市路竹區竹南村中山路742號,07-6963116,
1034,6400000000125,101,公路總局第三區養護工程處甲仙工務段,6400033,高雄市甲仙區文化路13號,07-6751014,
1035,6400000004146,308,國道十號旗山端（東行出口）,6400030,,,
1036,6400000004147,308,國道十號旗山端（西行入口）,6400030,,,
1038,6400000004041,402,台灣大高雄崇德直營服務中心,6400003,高雄市左營區崇德路247、249號,123或0800-080123,
1040,6400000002340,406,三角公園,6400022,,,
1041,6400000003407,203,柏克萊幼稚園,6400024,高雄市路竹區自由街132巷13號,07-6072384,
1043,6400000002557,408,郵局-高雄郵件中心郵局,6400003,高雄市左營區民族一路853號,07-3109655,
1048,6400000004151,308,國道一號路竹交流道（北上出口）,6400024,,,
1049,6400000003697,402,My Phone台灣大哥大-高雄大寮特約服務中心,6400014,高雄市大寮區鳳林四路122號,07-7813377,
1052,6400000001012,203,市立崇德國小,6400022,高雄市田寮區崇德村崇德路101號,07-6367155,
1053,6400000004157,308,國道三號田寮交流道（北上出口）,6400022,,,
1057,6400000003221,604,菸城民宿,6400031,高雄市美濃區中華路7巷17號,07-6851110,
1058,6400000003465,201,和春技術學院附進修專校,6400023,高雄市大寮區信義路40號,07-7014242,
1062,6400000004163,308,國道一號路竹交流道（南下出口）,6400024,,,
1063,6400000004165,308,國道三號田寮交流道（南下出口）,6400022,,,
1064,6400000002581,409,旗山農會-旗尾分部,6400030,高雄市旗山區東平里旗屏一路41號,07--6612274,
1065,6400000001755,401,博愛醫院,6400030,高雄市旗山區延平一路689號,07-6617602,
1067,6400000001138,203,市立昭明國小新厝分校,6400014,高雄市大寮區,,
1070,6400000004052,204,高雄市立圖書館澄觀分館,6400017,高雄市仁武區澄仁路200號（澄觀公園內）,07-3747592 、3748398,
1078,6400000002795,508,上寶來山莊,6400032,高雄市六龜區中正路99號,07-6882035,
1080,6400000002626,409,仁武農會-八卦辦事,6400017,高雄市仁武區八卦村八德中路50號,07-3746100,
1082,6400000003433,203,晨光幼稚園,6400021,高雄市燕巢區瓊興路370之2、之3、之4號,07-6166599,
1084,6400000003206,604,妞妞與夢卡民宿,6400032,高雄市六龜區寶來村中正路16號,07-6881725,
1085,6400000002399,408,郵局-那瑪夏郵局,6400038,高雄市那瑪夏區南沙魯里鞍山巷9號,07-6701138,
1086,6400000003327,402,遠傳電信-高雄左營二特約服務中心,6400003,高雄市左營區左營大路457號,07-5828689,
1090,6400000002549,408,郵局-高雄中船郵局,6400011,高雄市小港區中鋼路3號(中船公司內),07-8021442,
1094,6400000004174,513,中正湖,6400031,高雄,,
1095,6400000003595,203,仁仁幼稚園,6400006,高雄市鳳山區五福二路56號,07-8313123,
1096,6400000003722,203,光庭幼稚園,6400011,高雄市小港區鳳福路40號,07-8011235,
1098,6400000000644,107,高雄市消防局左營消防小隊,6400003,高雄市左營區進學路1之1號,07-5838920,
1105,6400000000061,101,調查局南部地區機動工作組,6400011,高雄市小港平和南路129號,07-8122910,
1108,6400000002403,408,郵局-六龜寶來郵局,6400032,高雄市六龜區寶來街18-1號,07-6881420,
1111,6400000000452,104,高雄市國稅局小港稽徵所,6400011,高雄市小港區小港路158號6樓,07-8123746,
1117,6400000000252,103,仁武區立殯儀館,6400017,高雄市仁武區文武村文學三街167號,07-3718159,
1126,6400000002163,405,亞柏加油站-仁武站(中油),6400017,高雄市文武村澄觀路1段1111號,07-3711336,
1128,6400000000052,101,行政院海岸巡防署海岸巡防總局直屬船隊,6400009,高雄市小港區亞太路4號Ａ棟4樓,07-8226503,
1134,6400000000090,101,警政署保安警察第五總隊第二大隊第一中隊,6400004,高雄市楠梓區左楠路2號,07-3608245,
1135,6400000001540,303,高雄國際航空附設停車場,6400011,高雄市小港區中山四路2號,,
1143,6400000002312,405,中油加油站-南一路站(中油直營),6400009,高雄市前鎮區漁港南一路19-1號,07-8153105,
1145,6400000000867,202,杉林國中消防隊,6400034,,,
1150,6400000002555,408,郵局-小港機場郵局,6400011,高雄市小港區中山四路2號(小港國際機場內),07-8011918,
1153,6400000000634,107,高雄市政府警察局後勁派出所,6400004,高雄市楠梓區宏毅里後昌路214號,07-3612554,
